,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Height (cm),Width (cm),Depth (cm),Weight (kg),Diameter (cm),Length (cm),Circumference (cm),Duration (sec.),cutBy2_0,cutBy2_1,cutBy4_0,cutBy4_1,cutBy4_2,cutBy4_3,cutBy8_0,cutBy8_1,cutBy8_2,cutBy8_3,cutBy8_4,cutBy8_5,cutBy8_6,cutBy8_7
1498,Open No. 17: In Ultramarine with Charcoal Line,Robert Motherwell,4126,"American, 1915–1991",American,1915,1991,Male,1968,Synthetic polymer paint and charcoal on canvas,"8' 3"" x 16' 9"" (251.4 x 510.3 cm)",Gift of the artist,1254.1969,Painting,Painting & Sculpture,1969-12-31,Y,80621,http://www.moma.org/collection/works/80621,http://www.moma.org/media/W1siZiIsIjE1MTAwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d15ecb39aaa87ea7,251.4,510.3,,,,,,,9daabe,a6b3c8,a6b3c8,a1aec3,939fb2,9eabbf,a6b3c8,9eabbf,9ba8bc,a1aec3,98a4b8,909cae,5c6470,778090
1499,Leaf Children,Pavel Tchelitchew,5821,"American, born Russia. 1898–1957",American,1898,1957,Male,1940,Oil on canvas,"16 1/2 x 14 1/2"" (41.7 x 36.7 cm)",James Thrall Soby Bequest,1254.1979,Painting,Painting & Sculpture,1979-12-11,Y,80622,http://www.moma.org/collection/works/80622,http://www.moma.org/media/W1siZiIsIjQzOTY4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9ca5118ca369dfe6,41.7,36.7,,,,,,,877642,b79c58,bdac67,b18b48,7d5e30,928d53,beb073,bba95c,90632d,b09c57,695933,b37938,938a47,919160
1500,Gigantomachy I,Leon Golub,2223,"American, 1922–2004",American,1922,2004,Male,1965,Synthetic polymer paint on linen,"10' 3/4"" x 24' 4 1/2"" (306.7 x 743 cm)",Gift of Ulrich and Harriet Meyer,1254.1999,Painting,Painting & Sculpture,1999-12-06,Y,80623,http://www.moma.org/collection/works/80623,http://www.moma.org/media/W1siZiIsIjQyNDY5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8ecf5756fb755c95,306.7,743.0,,,,,,,6f594f,9a8b8a,7c6969,6f594f,907e7b,e2dcdb,f9f8f8,7a5f50,907e7b,7c6969,eae6e4,64524e,9d8e90,b8a9a1
1501,The Furniture of Time,Yves Tanguy,5804,"American, born France. 1900–1955",American,1900,1955,Male,1939,Oil on canvas,"46 x 35 1/4"" (116.7 x 89.4 cm)",James Thrall Soby Bequest,1256.1979,Painting,Painting & Sculpture,1979-12-11,Y,80625,http://www.moma.org/collection/works/80625,http://www.moma.org/media/W1siZiIsIjUyMDg2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=51a3b9d6215adbbc,116.7,89.4,,,,,,,797a7a,c8ccd0,959795,5d5d5e,c3c5c7,cdd4d8,cdd4d8,c4c5c7,c6ccd0,959795,48494b,727272,b6b1af,bebcbf
1502,Pasiphae,André Masson,3821,"French, 1896–1987",French,1896,1987,Male,1942,Oil and sand on canvas,"19 7/8 x 25 1/8"" (50.5 x 63.8 cm)",Gift of George and Joyce Wein and Emily Fisher Laudau Fund,1258.1999,Painting,Painting & Sculpture,1999-12-06,Y,80626,http://www.moma.org/collection/works/80626,http://www.moma.org/media/W1siZiIsIjE2MDUyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=243df926d8a5aab2,50.5,63.8,,,,,,,3a3530,72604a,3a3530,5d4638,695c4d,a5986b,5a534c,3a3530,a39777,78654f,978b5d,c3b57d,524236,694a3a
1503,Prince amongst Thieves,Chris Ofili,7967,"British, born 1968",British,1968,0,Male,1999,"Oil, paper collage, glitter, polyester resin, map pins, and elephant dung on canvas",8 x 6' (243.8 x 182.9 cm),Mimi and Peter Haas Fund,1259.1999.a-c,Painting,Painting & Sculpture,1999-12-06,Y,80627,http://www.moma.org/collection/works/80627,http://www.moma.org/media/W1siZiIsIjQyMjAzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1789f5b85296fc56,243.8,182.9,,,,,,,322f2c,aba8a1,ebece6,322f2c,4e4d48,867c70,ebece6,7a6f63,262928,877e70,9d968b,4e4d48,3a2e2b,423d35
1504,Woodmen,Georg Baselitz,366,"German, born 1938",German,1938,0,Male,1967,Charcoal and synthetic resin on canvas,"8' 2"" x 6' 6 3/4"" (248.7 x 200 cm)","Gift of Jo Carole and Ronald S. Lauder, Leon Black, Donald L. Bryant, Jr., Thomas W. Weisel, Doris and Donald Fisher, Mimi and Peter Haas, and Enid A. Haupt Fund",1261.1999,Painting,Painting & Sculpture,1999-12-06,Y,80629,http://www.moma.org/collection/works/80629,http://www.moma.org/media/W1siZiIsIjE1MTAwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=97ff1440f92aac0d,248.7,200.0,,,,,,,6e6657,a09380,6e6657,958771,959087,c2ae98,bda286,959087,8c7a6d,797866,645348,c8b9a9,8c9371,ae9578
1505,Place for Awakenings,Jean Dubuffet,1633,"French, 1901–1985",French,1901,1985,Male,1960,"Pebbles, sand, and plastic paste on board","34 7/8 x 45 3/8"" (88.4 x 115.2 cm)",Gift of the artist in honor of Mr. and Mrs. Ralph F. Colin,1293.1968,Painting,Painting & Sculpture,1968-10-08,Y,80632,http://www.moma.org/collection/works/80632,http://www.moma.org/media/W1siZiIsIjE3MTE0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9a4502c19067aa5b,88.4,115.2,,,,,,,584f3b,8f8162,837556,9c8e6d,453d2e,6c6147,a0916d,837556,918465,574d39,6c6147,322c23,a49778,b5a784
1506,New England Elegy 2,Robert Motherwell,4126,"American, 1915–1991",American,1915,1991,Male,1965,Synthetic polymer paint on canvas,"6' 10"" x 11' 7"" (208.3 x 351.1 cm)","Gift of S. I. Newhouse, Jr.",1308.1968,Painting,Painting & Sculpture,1968-10-08,Y,80635,http://www.moma.org/collection/works/80635,http://www.moma.org/media/W1siZiIsIjE1MTAxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=398e9a2afe9a6496,208.3,351.1,,,,,,,555253,d7d4cb,d7d4cb,353334,413e45,a8a49e,3c3a3a,d7d4cb,353334,c9c5bc,9e9b96,6f6c6d,413f40,4c4761
1507,Milky Way,Janet Sobel,5503,"American, born Ukraine. 1894–1968",American,1894,1968,Female,1945,Enamel on canvas,"44 7/8 x 29 7/8"" (114 x 75.9 cm)",Gift of the artist's family,1311.1968,Painting,Painting & Sculpture,1968-10-08,Y,80636,http://www.moma.org/collection/works/80636,http://www.moma.org/media/W1siZiIsIjE2MjA0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=db25974dab741560,114.0,75.9,,,,,,,6b625e,a89a86,99897b,b6aa90,5f534c,767271,9c8f89,97836e,4e4645,6f5f53,767271,b4a683,aaa59b,c7b89f
1508,Maltese Cross,Al Held,2583,"American, 1928–2005",American,1928,2005,Male,1964,Synthetic polymer paint on canvas,"9' x 9' 5"" (274.3 x 290.8 cm)",Lita Hornick Bequest,1326.2000,Painting,Painting & Sculpture,2000-11-06,Y,80637,http://www.moma.org/collection/works/80637,http://www.moma.org/media/W1siZiIsIjc0NTQwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=e7b4e8b360052ec1,274.3205,290.8306,,,,,,,959282,dedacb,d8d4be,dedacb,21201f,837f6c,dfdcce,d1cdbd,21201f,ddd9c7,3d3c36,d8d4be,c5b662,bcb9ab
1509,Portrait of a Couple,Francis Picabia,4607,"French, 1879–1953",French,1879,1953,Male,1942,Oil on board,"41 5/8 x 30 1/2"" (105.7 x 77.4 cm)",Purchase,1329.2000,Painting,Painting & Sculpture,2000-11-06,Y,80638,http://www.moma.org/collection/works/80638,http://www.moma.org/media/W1siZiIsIjYzMDc4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=041176f0d4913a96,105.7,77.4,,,,,,,595348,998c80,9f9995,927f6b,473f31,6c685f,37362f,8e8a8d,574734,998a75,6c685f,b0a89c,8e7054,8a7a6e
1510,Record,Robert Ryman,5098,"American, 1930–2019",American,1930,2019,Male,1983,Oil and enamel on fiberglass with steel fasteners and square bolts,"38 5/8 x 36 x 1 5/8"" (98.2 x 91.6 x 4.2 cm)",Fractional and promised gift of Jo Carole and Ronald S. Lauder,1330.2000,Painting,Painting & Sculpture,2000-11-06,Y,80639,http://www.moma.org/collection/works/80639,http://www.moma.org/media/W1siZiIsIjE3MTE1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fc6978fba4d28f31,98.2,91.6,4.2,,,,,,bbb4ae,cac5c2,cac5c2,c8c3c0,988e7f,c3bdb8,cac5c2,c8c3c0,877864,908470,c3bdb8,746757,a59c8f,afa99f
1511,Card Trick,André Masson,3821,"French, 1896–1987",French,1896,1987,Male,1923,Oil on canvas,"28 3/4 x 19 3/4"" (73 x 50.2 cm)",Gift of Mr. and Mrs. Archibald MacLeish,1348.1974,Painting,Painting & Sculpture,1974-12-07,Y,80642,http://www.moma.org/collection/works/80642,http://www.moma.org/media/W1siZiIsIjIwOTU5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=253e488666f623e2,73.0,50.2,,,,,,,686351,a7a187,7c7761,534f40,999176,b5b198,aca68c,9c977f,625d4a,968b6d,bebca3,7c7761,3a372e,4e4c3e
1512,The Storm,Edvard Munch,4164,"Norwegian, 1863–1944",Norwegian,1863,1944,Male,1893,Oil on canvas,"36 1/8 x 51 1/2"" (91.8 x 130.8 cm)",Gift of Mr. and Mrs. H. Irgens Larsen and acquired through the Lillie P. Bliss Bequest (by exchange) and Abby Aldrich Rockefeller Funds,1351.1974,Painting,Painting & Sculpture,1974-12-11,Y,80644,http://www.moma.org/collection/works/80644,http://www.moma.org/media/W1siZiIsIjE1MTAxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=828a94603b033b19,91.8,130.8,,,,,,,2c2c28,6e6b67,2c2c28,57524b,757477,959590,909399,adaea9,4e463d,605d59,8b897e,2c2c28,73716e,777880
1513,Golden Section Painting: Square Separated by Parallelogram,Dorothea Rockburne,4972,"American, born Canada 1932",American,1932,0,Female,1974,"Gesso and pencil on sized, glued, and folded linen","64 3/8"" x 8' 8 1/2"" (163.6 x 265.5 cm)",Purchased with the aid of funds from the National Endowment for the Arts and an anonymous donor,1353.1974,Painting,Painting & Sculpture,1974-12-11,Y,80645,http://www.moma.org/collection/works/80645,http://www.moma.org/media/W1siZiIsIjI3ODc4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1966cd6aa9d2d38a,163.6,265.5,,,,,,,84776c,e8e8e5,e8e8e5,513f33,908173,dddbd8,e8e8e5,dddbd8,d5d2ce,513f33,6b5747,7c6c5e,ae9064,aea69e
1514,Untitled Number 2,James Bishop,569,"American, 1927–2021",American,1927,2021,Male,1973,Oil on canvas,"6' 4"" x 6' 4 1/8"" (193.1 x 193.3 cm)",Purchased with the aid of funds from the National Endowment for the Arts and an anonymous donor,1396.1974,Painting,Painting & Sculpture,1975-02-11,Y,80647,http://www.moma.org/collection/works/80647,http://www.moma.org/media/W1siZiIsIjE2NTQ1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e80641100c09872c,193.1,193.3,,,,,,,c4aa62,cbb168,cbb168,c7ad63,bca461,c5ab63,baa261,c2a963,bea663,c5ab63,cbb168,c7ad63,8e7d4c,b49e5e
1515,The Snake Charmer,Victor Brauner,751,"Romanian, 1903–1966",Romanian,1903,1966,Male,1943,Encaustic on canvas,"25 5/8 x 21 1/4"" (65.1 x 54 cm)",Gift of Mr. and Mrs. Nathan L. Halpern,1398.1974,Painting,Painting & Sculpture,1975-02-11,Y,80649,http://www.moma.org/collection/works/80649,http://www.moma.org/media/W1siZiIsIjE3MTkzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=458993fa9fa81705,65.1,54.0,,,,,,,796c50,96845b,917b57,796c50,9a8a56,9e9068,958b67,7b674a,9a8a56,917b57,817555,695f49,a49065,ad9b6c
1516,Mural (Radio City Men's Lounge Mural: Men without Women),Stuart Davis,1412,"American, 1892–1964",American,1892,1964,Male,1932,Oil on canvas,"10' 8 7/8"" x 16' 11 7/8"" (327.2 x 518 cm)",Gift of Radio City Music Hall Corporation,1399.1974,Painting,Painting & Sculpture,1975-02-11,Y,80650,http://www.moma.org/collection/works/80650,http://www.moma.org/media/W1siZiIsIjE2MTI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=58db3f4ecbedab29,327.2,518.0,,,,,,,47453e,9c957b,bbb392,47453e,6b6354,908971,3f3e39,323331,847e69,9c947a,555147,bbb392,6a5b4c,6c6b5d
1517,Comic Wedlock,Francis Picabia,4607,"French, 1879–1953",French,1879,1953,Male,1914,Oil on canvas,"6' 5 3/8"" x 6' 6 3/4"" (196.5 x 200 cm)","Eugene and Agnes E. Meyer Collection, given by their family",1409.1974,Painting,Painting & Sculpture,1975-02-11,Y,80656,http://www.moma.org/collection/works/80656,http://www.moma.org/media/W1siZiIsIjI0MzcwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4e4f293a707c1863,196.5,200.0,,,,,,,393330,988a7e,6b615b,393330,ad8d79,dfd7ca,b4a090,28292a,6b5445,6a6e71,dfd7ca,4b3c36,a26d4e,aa8774
1518,This Has to Do with Me,Francis Picabia,4607,"French, 1879–1953",French,1879,1953,Male,1914,Oil on canvas,"6' 6 5/8"" x 6' 6 3/8"" (199.8 x 199.2 cm)","Eugene and Agnes E. Meyer Collection, given by their family",1410.1974,Painting,Painting & Sculpture,1975-02-11,Y,80657,http://www.moma.org/collection/works/80657,http://www.moma.org/media/W1siZiIsIjI0MzcwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1bb77bcc5cafe147,199.8,199.2,,,,,,,3d393a,a18e83,84695d,beb3a9,312926,494a4d,757574,a77f6c,312926,decebf,9e9894,7a584a,413f3e,52555c
1519,The Spring,Francis Picabia,4607,"French, 1879–1953",French,1879,1953,Male,1912,Oil on canvas,"8' 2 1/4"" x 8' 2 1/8"" (249.6 x 249.3 cm)","Eugene and Agnes E. Meyer Collection, given by their family",1411.1974,Painting,Painting & Sculpture,1975-02-11,Y,80658,http://www.moma.org/collection/works/80658,http://www.moma.org/media/W1siZiIsIjQ4MTgxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f9bbfd9294a76468,249.6,249.3,,,,,,,4d4747,86685f,77564e,4d4747,83716d,a68174,9e7668,524e50,a4857a,77564e,b99386,483f3e,8a695e,7b797b
1520,Dances at the Spring [II],Francis Picabia,4607,"French, 1879–1953",French,1879,1953,Male,1912,Oil on canvas,"8' 3 1/8"" x 8' 2"" (251.8 x 248.9 cm)","Eugene and Agnes E. Meyer Collection, given by their family",1412.1974,Painting,Painting & Sculpture,1975-02-11,Y,80659,http://www.moma.org/collection/works/80659,http://www.moma.org/media/W1siZiIsIjI0MzcwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e856c49c91b11285,251.8,248.9,,,,,,,533831,8e513e,824134,533831,93563d,a26a54,ae6951,623f34,b67c65,43312d,824134,91624d,845641,a2573a
1521,Landscape,Pablo Picasso,4609,"Spanish, 1881–1973",Spanish,1881,1973,Male,1908,Oil on canvas,"39 5/8 x 32"" (100.8 x 81.3 cm)",Gift of Mr. and Mrs. David Rockefeller,1413.1974,Painting,Painting & Sculpture,1975-02-11,Y,80660,http://www.moma.org/collection/works/80660,http://www.moma.org/media/W1siZiIsIjE1MTAyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=350564de9163ceb4,100.8,81.3,,,,,,,3f453d,626251,585444,3f453d,62685a,787662,777b6c,707569,62685a,776e53,585444,3f453d,7e8775,a1a48d
1522,The Jewish Woman,Jean Dubuffet,1633,"French, 1901–1985",French,1901,1985,Male,1950,Oil on canvas,"45 3/4 x 35"" (116.2 x 88.7 cm)",Gift of Pierre Matisse,1512.1968,Painting,Painting & Sculpture,1968-11-12,Y,80668,http://www.moma.org/collection/works/80668,http://www.moma.org/media/W1siZiIsIjE1OTE0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3b3efc94486c4814,116.2,88.7,,,,,,,7c6f6c,bdb9b1,bdb9b1,594a4a,90827b,aca5a1,615354,aca5a1,847675,a3978c,bdb9b1,77645e,473c3c,5b4743
1523,Grand Jazz Band (New Orleans),Jean Dubuffet,1633,"French, 1901–1985",French,1901,1985,Male,1944,Oil and tempera on canvas,"45 1/8 x 57 3/4"" (114.6 x 146.7 cm)",Gift of Nina and Gordon Bunshaft,1515.1968,Painting,Painting & Sculpture,1968-12-10,Y,80669,http://www.moma.org/collection/works/80669,http://www.moma.org/media/W1siZiIsIjE1MTA0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=16653c7c8b6e002d,114.6,146.7,,,,,,,34342e,795c45,6e3d2a,34342e,76694b,958e74,67614a,7e7b6b,2e2b23,3b3e38,aba17d,84724c,5f402d,7d3a27
1524,Spring,Hans Hofmann,2698,"American, born Germany. 1880–1966",American,1880,1966,Male,1944,Oil and enamel on wood,"11 1/4 x 14 1/8"" (28.5 x 35.7 cm)",Gift of Mr. and Mrs. Peter A. Rübel,1516.1968,Painting,Painting & Sculpture,1968-12-10,Y,80670,http://www.moma.org/collection/works/80670,http://www.moma.org/media/W1siZiIsIjIwMjExNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bf5a280c28b79317,28.5,35.7,,,,,,,787154,b5b7ab,58604f,978359,93988e,d8d6c7,e9e9e0,906c5b,bfb7a7,d0ceb7,58604f,93988e,888f62,b6a54c
1525,Triballoon,Donald  Kaufman,3022,"American, born 1935",American,1935,0,Male,1968,Synthetic polymer paint on canvas,"8' x 8' 1/8"" (243.8 x 244 cm)",Larry Aldrich Foundation Fund,1517.1968,Painting,Painting & Sculpture,1968-12-10,Y,80671,http://www.moma.org/collection/works/80671,http://www.moma.org/media/W1siZiIsIjMwODk4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=74065ba25fa5d889,243.8,244.0,,,,,,,b8c3b0,c2ccc0,c2ccc0,bdc7b0,b2bcac,b6c0b5,b2bbb2,b6c0b5,b3bead,b6c0ae,c2ccc0,bdc7b0,8f978b,b2bcaa
1526,Time Spectrum of Coincidences Between Electrons and Gamma Rays,Bernar Venet,6127,"French, born 1941",French,1941,0,Male,1967,Synthetic polymer paint on canvas,"71 5/8 x 71 7/8"" (181.9 x 182.6 cm)",Gift of Paul Schupf,1524.1968,Painting,Painting & Sculpture,1968-12-10,Y,80676,http://www.moma.org/collection/works/80676,http://www.moma.org/media/W1siZiIsIjUxOTU5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9696114f9dfeca63,181.9,182.6,,,,,,,ceced7,d9d9e3,d6d6e0,d9d9e3,b9b8c1,d3d3dd,d6d6e0,a3a3ab,d9d9e3,d3d3dd,cdccd6,b7b6be,6f6f75,939299
1527,Red Mound Number 1,Theodoros Stamos,5597,"American, 1922–1997",American,1922,1997,Male,1963,Oil on canvas,"52 x 56"" (132 x 142 cm)",Gift of the artist in memory of René d'Harnoncourt,1535.1968,Painting,Painting & Sculpture,1969-01-07,Y,80679,http://www.moma.org/collection/works/80679,http://www.moma.org/media/W1siZiIsIjE3MTMyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=21090fbac4167f07,132.0,142.0,,,,,,,a9927a,bbaa8e,b6a68a,bbaa8e,8b6254,ac987f,afa288,b6a68a,944633,bbaa8e,884031,898275,a47f67,afa084
1528,Phenomena: Junction Red,Paul Jenkins,2902,"American, 1923–2012",American,1923,2012,Male,1963,Synthetic polymer paint on canvas,"67 x 47 1/4"" (170.3 x 120 cm)",Gift of Mr. and Mrs. David Kluger,1536.1968,Painting,Painting & Sculpture,1969-01-07,Y,80680,http://www.moma.org/collection/works/80680,http://www.moma.org/media/W1siZiIsIjE3MTkzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3a82d63238322f73,170.3,120.0,,,,,,,4d252a,a88182,823d47,4d252a,cabdb7,d1ccc5,d1ccc5,682930,322024,674253,81323a,a14e54,c6b0ab,cec9c2
1529,Dive Bomber and Tank,José Clemente Orozco,4430,"Mexican, 1883–1949",Mexican,1883,1949,Male,1940,"Fresco, six panels","Each 9' x 36"" (275 x 91.4 cm), overall 9 x 18' (275 x 550 cm)",Commissioned through the Abby Aldrich Rockefeller Fund,1630.1940.a-f,Painting,Painting & Sculpture,1940-09-30,Y,80681,http://www.moma.org/collection/works/80681,http://www.moma.org/media/W1siZiIsIjE1OTE0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=157b59f7c779dfc9,274.3,548.6,,,,,,,353b3c,949086,353b3c,7c7061,959b97,c5c6be,737872,959b97,62645e,99866c,825f4a,353b3c,bebaac,cdd2d1
1530,Agrarian Leader Zapata,Diego Rivera,4942,"Mexican, 1886–1957",Mexican,1886,1957,Male,1931,Fresco on reinforced cement in galvanized-steel framework,"7' 9 3/4"" x 6' 2"" (238.1 x 188 cm)",Abby Aldrich Rockefeller Fund,1631.1940,Painting,Painting & Sculpture,1940-05-28,Y,80682,http://www.moma.org/collection/works/80682,http://www.moma.org/media/W1siZiIsIjIxNDY2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9b4d92692ccddc81,238.1,188.0,,,,,,,514c41,aea48d,514c41,ccc4ac,7d715b,a1997f,d7ceb5,59584b,938d78,afa487,c1baa3,484036,7b6a50,7f7967
1531,Tribulations of Saint Anthony,James Ensor,1739,"Belgian, 1860–1949",Belgian,1860,1949,Male,1887,Oil on canvas,"46 3/8 x 66"" (117.8 x 167.6 cm)",Purchase,1642.1940,Painting,Painting & Sculpture,1940-09-30,Y,80683,http://www.moma.org/collection/works/80683,http://www.moma.org/media/W1siZiIsIjE0OTgzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=96be6f73891d0269,117.8,167.6,,,,,,,6c574a,aeadab,50443d,886a57,9b9b9c,c2bfb9,c8c9c6,bcb5ac,937a65,7d5b49,aaa5a3,8c9096,47372c,59524e
1532,Leaves and Navels,Jean (Hans) Arp,11,"French, born Germany (Alsace). 1886–1966",French,1886,1966,Male,1929,Oil and cord on canvas,"13 3/4 x 10 3/4"" (35 x 27.3 cm)",Purchase,1647.1940,Painting,Painting & Sculpture,1940-09-30,Y,80686,http://www.moma.org/collection/works/80686,http://www.moma.org/media/W1siZiIsIjE3OTI2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=680aadd06cb58999,35.0,27.3,,,,,,,d6d4cd,e6e5e1,e1e0db,e6e5e1,bcb9ad,dad8d1,e1e0db,b0ad9f,b9b6a9,dad8d1,c8c5bb,e6e5e1,8d8b81,a9a595
1533,Ethnography,David Alfaro Siqueiros,5454,"Mexican, 1896–1974",Mexican,1896,1974,Male,1939,Enamel on board,"48 1/8 x 32 3/8"" (122.2 x 82.2 cm)",Gift of Abby Aldrich Rockefeller,1657.1940,Painting,Painting & Sculpture,1940-09-30,Y,80690,http://www.moma.org/collection/works/80690,http://www.moma.org/media/W1siZiIsIjE2MDUyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a5e081cb6624674a,122.2,82.2,,,,,,,262520,5c5641,262520,3e3b2d,5e5740,968b6a,262520,a89f80,3e3b2d,c8bd8f,9c906d,82775a,585038,645e49
1534,Radiant Green,Richard Anuszkiewicz,200,"American, 1930–2020",American,1930,2020,Male,1965,Synthetic polymer paint on board,"16 x 16"" (40.4 x 40.5 cm)",The Sidney and Harriet Janis Collection,1770.1967,Painting,Painting & Sculpture,1967-10-18,Y,80691,http://www.moma.org/collection/works/80691,http://www.moma.org/media/W1siZiIsIjIwOTYyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c9c31efc555e4a41,40.6,40.6,,,,,,,934126,7e7a68,887589,934126,81604a,679d43,679d43,a4261c,973c2a,86869e,896374,6b7c35,94434c,6e7e48
1535,Composition with Color Planes 5,Piet Mondrian,4057,"Dutch, 1872–1944",Dutch,1872,1944,Male,1917,Oil on canvas,"19 3/8 x 24 1/8"" (49 x 61.2 cm)",The Sidney and Harriet Janis Collection,1774.1967,Painting,Painting & Sculpture,1967-10-18,Y,80692,http://www.moma.org/collection/works/80692,http://www.moma.org/media/W1siZiIsIjI5MjQ0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3be4f420ad4808a0,49.0,61.2,,,,,,,b2a695,dbd8d7,dbd8d7,c8b597,8d8781,a9a8a5,786a58,dbd8d7,8e8881,4e4742,a19f9b,a9a8a5,c9b27a,c7b7b4
1536,Beach Girl,Morris Hirshfield,2671,"American, born Poland. 1872–1946",American,1872,1946,Male,1937,Oil on canvas,"36 1/4 x 22 1/4"" (91.8 x 56.3 cm)",The Sidney and Harriet Janis Collection,2097.1967,Painting,Painting & Sculpture,1967-10-18,Y,80693,http://www.moma.org/collection/works/80693,http://www.moma.org/media/W1siZiIsIjE2MjA0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3a48a00e6260fce2,91.8,56.3,,,,,,,45627f,8fb0c6,3b4b59,4e78a6,8398aa,9ac8e2,75b6e1,77a2c6,b4c0cb,3b4b59,c0d9e4,4e78a6,657380,7c8a97
