,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Height (cm),Width (cm),Depth (cm),Weight (kg),Diameter (cm),Length (cm),Circumference (cm),Duration (sec.),cutBy2_0,cutBy2_1,cutBy4_0,cutBy4_1,cutBy4_2,cutBy4_3,cutBy8_0,cutBy8_1,cutBy8_2,cutBy8_3,cutBy8_4,cutBy8_5,cutBy8_6,cutBy8_7
1160,Pistol,Roy Lichtenstein,3542,"American, 1923–1997",American,1923,1997,Male,1964,Felt,"82 x 49"" (208.3 x 124.4 cm)",Gift of Philip Johnson,599.1965,Painting,Painting & Sculpture,1965-06-08,Y,80053,http://www.moma.org/collection/works/80053,http://www.moma.org/media/W1siZiIsIjM0NzU5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=70955b4d4ea36344,208.3,124.5,,,,,,,612120,d1bdb8,f6f6f4,612120,833c3a,d6ccbe,7a2021,f6f6f4,e8e5dc,c3b3a0,672524,8c5852,401c1b,751e1e
1161,The Park,Édouard Vuillard,6194,"French, 1868–1940",French,1868,1940,Male,1894,Distemper on canvas,"6' 11 1/2"" x 62 3/4"" (211.8 x 159.2 cm)",The William B. Jaffe and Evelyn A. J. Hall Collection,600.1959,Painting,Painting & Sculpture,1959-04-22,Y,80056,http://www.moma.org/collection/works/80056,http://www.moma.org/media/W1siZiIsIjIyMjIxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ca80ecf32f0cc481,211.8,159.2,,,,,,,595247,908370,595247,83715d,918b7a,a99e8a,918b7a,817767,967e64,5f5b50,7a6755,534a3f,9c9380,b5a893
1162,Eddie (Sylvie's brother) in the Desert (Variable Collage),Öyvind Fahlström,1790,"Swedish, born Brazil. 1928–1976",Swedish,1928,1976,Male,1966,Movable screenprinted paper cutouts over screenprinted cutouts pasted on painted wood panel,"35 1/4 x 50 1/2"" (89.5 x 128.1 cm)",The Sidney and Harriet Janis Collection,600.1967,Painting,Painting & Sculpture,1967-10-18,Y,80057,http://www.moma.org/collection/works/80057,http://www.moma.org/media/W1siZiIsIjIxMTY5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=da724444d8752892,89.5,128.1,,,,,,,a19d86,d9d6c8,d9d6c8,c8c1a3,544f43,a0a48f,2e2e2b,cac9b8,d9d6c8,958666,a0a48f,5e5c4f,bfb28a,cbbf92
1163,Annette,Alberto Giacometti,2141,"Swiss, 1901–1966",Swiss,1901,1966,Male,1962,Oil on canvas,"36 3/8 x 28 7/8"" (92.3 x 73.2 cm)",The Sidney and Harriet Janis Collection,603.1967,Painting,Painting & Sculpture,1967-10-18,Y,80059,http://www.moma.org/collection/works/80059,http://www.moma.org/media/W1siZiIsIjE2MjA1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f842c69947519a55,92.3,73.2,,,,,,,766e63,b9b2a3,d6d3c8,9d917e,696258,837a6e,625d56,837a6e,7a7061,928570,d6d3c8,a89d8b,494743,57524c
1164,Two Women,Fidelio Ponce De León,4681,"Cuban, 1896–1949",Cuban,1896,1949,Male,1934,Oil on canvas,"39 1/4 x 39 3/8"" (99.7 x 100 cm)",Gift of Dr. C. M. Ramírez Corría,606.1942,Painting,Painting & Sculpture,1942-12-29,Y,80063,http://www.moma.org/collection/works/80063,http://www.moma.org/media/W1siZiIsIjIyNTMzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=866ce7511d33a2d3,99.7,100.0,,,,,,,756e4c,b4a977,92885c,b4a977,424233,706744,bab185,ada16a,716c4e,6f633a,3a3827,4a4d3f,8f834f,948e69
1165,"Composition on the Word ""Vie,"" 2",Auguste Herbin,2602,"French, 1882–1960",French,1882,1960,Male,1950,Oil on canvas,"57 1/2 x 38 1/4"" (145.8 x 97.1 cm)",The Sidney and Harriet Janis Collection,606.1967,Painting,Painting & Sculpture,1967-10-18,Y,80064,http://www.moma.org/collection/works/80064,http://www.moma.org/media/W1siZiIsIjE3MTA4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=06ef84c72b258ce3,145.8,97.1,,,,,,,653828,87807f,2f4165,debf99,1b1f1e,b05232,f3f3f4,1b1f1e,de6335,2f4165,cf9450,e6e0d1,393a2e,cd4730
1166,Memory of a Voyage,René Magritte,3692,"Belgian, 1898–1967",Belgian,1898,1967,Male,1955,Oil on canvas,"63 7/8 x 51 1/4"" (162.2 x 130.2 cm)",Gift of D. and J. de Menil,607.1959,Painting,Painting & Sculpture,1959-04-22,Y,80065,http://www.moma.org/collection/works/80065,http://www.moma.org/media/W1siZiIsIjM3OTQwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c137ae915e7a5e5b,162.2,130.2,,,,,,,282929,444545,3c3e3e,282929,444646,535555,5a5c5c,4c4d4d,535556,444646,3c3e3e,676969,1f2020,303131
1167,Angora Cat,Morris Hirshfield,2671,"American, born Poland. 1872–1946",American,1872,1946,Male,1937,Oil on canvas,"22 1/8 x 27 1/4"" (56.1 x 69.1 cm)",The Sidney and Harriet Janis Collection,607.1967,Painting,Painting & Sculpture,1967-10-18,Y,80066,http://www.moma.org/collection/works/80066,http://www.moma.org/media/W1siZiIsIjE2MjA1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e8e44bfaba8f3c3a,56.1,69.1,,,,,,,3e463b,928d68,3e463b,7e733b,878b73,c5c4b6,7f7943,6e643b,9e8b35,c5c4b6,455347,37392e,7e8463,909383
1168,Lion,Morris Hirshfield,2671,"American, born Poland. 1872–1946",American,1872,1946,Male,1939,Oil on canvas,"28 1/4 x 40 1/4"" (71.5 x 102 cm)",The Sidney and Harriet Janis Collection,608.1967,Painting,Painting & Sculpture,1969-07-22,Y,80068,http://www.moma.org/collection/works/80068,http://www.moma.org/media/W1siZiIsIjE2MjA1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5970262ef97ecfc3,71.5,102.0,,,,,,,5e6134,a1a270,979252,abb38d,505230,6c7138,686f33,9fab87,b6ba94,898343,70743c,505230,989f70,b2a352
1169,Cafe Deutschland (Style War),Jörg Immendorff,2807,"German, 1945–2007",German,1945,2007,Male,1980,Acrylic on canvas,"9' 2 1/4"" x 11' 6"" (280 x 350.7 cm)",Gift of Emily and Jerry Spiegel,608.1994,Painting,Painting & Sculpture,1994-12-08,Y,80069,http://www.moma.org/collection/works/80069,http://www.moma.org/media/W1siZiIsIjE2MTEzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cebfa6b2a05a9a11,280.0,350.5,,,,,,,4d4c47,826a5a,4d4c47,785b4c,7b675e,9c8970,898279,b39676,4d4c47,bdb2a0,785b4c,987e5e,6d6460,8a6a5c
1170,Standing Man with Stick,Nathan Oliveira,4400,"American, 1928–2010",American,1928,2010,Male,1959,Oil on canvas,"69 1/4 x 60 5/8"" (175.9 x 154 cm)",Gift of Joseph H. Hirshhorn,609.1959,Painting,Painting & Sculpture,1959-04-22,Y,80070,http://www.moma.org/collection/works/80070,http://www.moma.org/media/W1siZiIsIjIyNTE1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=636b8c00367079e4,175.8953517907,153.9878079756,,,,,,,928d7c,b0b1a8,a39d8b,b0b1a8,71695c,938f7e,706c63,938f7e,aaaba1,b6b7ae,827866,4f4842,a09988,a5a18f
1171,Inseparable Friends,Morris Hirshfield,2671,"American, born Poland. 1872–1946",American,1872,1946,Male,1941,Oil on canvas,"60 1/8 x 40 1/8"" (152.6 x 101.9 cm)",The Sidney and Harriet Janis Collection,609.1967,Painting,Painting & Sculpture,1967-10-18,Y,80072,http://www.moma.org/collection/works/80072,http://www.moma.org/media/W1siZiIsIjE1OTEzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ec7877bec956255a,152.6,101.9,,,,,,,262e28,cec795,f3e9b3,262e28,988f5b,babc95,dbcf99,f3e9b3,1b221d,99a890,81734a,b0aa6c,1f2527,444d42
1172,Girl with Pigeons,Morris Hirshfield,2671,"American, born Poland. 1872–1946",American,1872,1946,Male,1942,Oil on canvas,"30 x 40 1/8"" (76.1 x 101.7 cm)",The Sidney and Harriet Janis Collection,610.1967,Painting,Painting & Sculpture,1969-07-22,Y,80074,http://www.moma.org/collection/works/80074,http://www.moma.org/media/W1siZiIsIjIwOTE1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=42e0c9a623f0008b,76.1,101.7,,,,,,,3c3b22,925b3b,8f402b,3c3b22,89602f,a38a66,ae7a55,c7b782,38351c,8b7b61,8f402b,89602f,363527,4a4e29
1173,Cityscape,Gerhard Richter,4907,"German, born 1932",German,1932,0,Male,1970,Oil on canvas,"6' 6 1/2"" x 6' 1/2"" (199.6 x 199.6 cm)",Fractional and promised gift of Jo Carole and Ronald S. Lauder,610.1994,Painting,Painting & Sculpture,1994-12-08,Y,80075,http://www.moma.org/collection/works/80075,http://www.moma.org/media/W1siZiIsIjE1MTQwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f1cb001f090cfc44,199.4,184.1,,,,,,,59595b,a8a8a9,929294,bebebd,474748,6b6b6e,505053,b0b0b1,c2c1c1,6b6b6e,3d3d3e,d5d4d3,88888a,9c9c9d
1174,Composition,Joaquín Torres-García,5907,"Uruguayan, 1874–1949",Uruguayan,1874,1949,Male,1932,Oil on canvas,"28 1/4 x 19 3/4"" (71.8 x 50.2 cm)",Gift of Dr. Román Fresnedo Siri,611.1942,Painting,Painting & Sculpture,1942-12-29,Y,80076,http://www.moma.org/collection/works/80076,http://www.moma.org/media/W1siZiIsIjMxMzg1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4c3a261e3076508d,71.8,50.2,,,,,,,4d4e49,8c8d85,62635d,383935,80807a,999990,909089,9b9a92,42423e,2f2f2c,80807a,aaa89d,585953,6c6d67
1175,Parliamentary Buildings,Morris Hirshfield,2671,"American, born Poland. 1872–1946",American,1872,1946,Male,1946,Oil on canvas,"36 1/8 x 28"" (91.7 x 71.1 cm)",The Sidney and Harriet Janis Collection,611.1967,Painting,Painting & Sculpture,1969-07-22,Y,80078,http://www.moma.org/collection/works/80078,http://www.moma.org/media/W1siZiIsIjIwOTE1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5d2559933bd6c4b0,91.7,71.1,,,,,,,716d57,b1ab9c,bebbb1,a39c86,6a6546,787568,666349,7f7647,a6a298,44433f,787568,a19675,abacac,d2c9b7
1176,Burning Bush,Milton Resnick,4873,"American, born Ukraine. 1917–2004",American,1917,2004,Male,1959,Oil on canvas,"63 x 48"" (160 x 121.9 cm)",Larry Aldrich Foundation Fund,612.1959,Painting,Painting & Sculpture,1959-04-22,Y,80081,http://www.moma.org/collection/works/80081,http://www.moma.org/media/W1siZiIsIjE1OTEzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3c0dfa04ccbd235e,160.0,121.9,,,,,,,2f2c2a,604a33,2f2c2a,593b2c,574f39,77633c,6f664d,705232,574f39,2f2c2a,7d6c30,593b2c,7c7e68,9f9d70
1177,Untitled,Atsuko Tanaka,5799,"Japanese, 1932–2005",Japanese,1932,2005,Female,1964,Acrylic on canvas,"10' 11 1/4"" x 7' 4 3/4"" (333.4 x 225.4 cm)",John G. Powers Fund,612.1965,Painting,Painting & Sculpture,1965-06-08,Y,80082,http://www.moma.org/collection/works/80082,http://www.moma.org/media/W1siZiIsIjE2MTM2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3a27f300d8207c40,333.4,225.4,,,,,,,583d40,9f9d88,583d40,646f5e,ccb589,e8e4d8,e8e4d8,d8d2c5,773a33,696c40,5e727d,bf974d,3d3934,354868
1178,Leda and the Swan,Cy Twombly,5988,"American, 1928–2011",American,1928,2011,Male,1962,"Oil, pencil, and crayon on canvas","6' 3"" x 6' 6 3/4"" (190.5 x 200 cm)",Acquired through the Lillie P. Bliss Bequest and The Sidney and Harriet Janis Collection (both by exchange),612.1994,Painting,Painting & Sculpture,1994-12-08,Y,80083,http://www.moma.org/collection/works/80083,http://www.moma.org/media/W1siZiIsIjE1MTQxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eeb11f18428d735b,190.5,200.0,,,,,,,b8b5b1,d4d3d0,d4d3d0,c7c3bf,9d9893,b5b4b4,aca9a7,b5b4b4,9a9a9a,d4d3d0,837f7a,c7c3bf,ae9686,aaa59f
1179,"The Four Seasons: Spring, Summer, Autumn, and Winter",Cy Twombly,5988,"American, 1928–2011",American,1928,2011,Male,1993,"Synthetic polymer paint, oil, house paint, pencil and crayon on four canvases","Spring 10' 3 1/8"" x 6' 2 7/8"" (312.5 x 190 cm), Summer 10' 3 3/4"" x 6' 7 1/8"" (314.5 x 201 cm), Autumn 10' 3 1/2"" x 6' 2 3/4"" (313.7 x 189.9 cm), Winter 10' 3 1/4"" x 6' 2 7/8"" (313  x 190.1 cm)",Gift of the artist,613.1994.a-d,Painting,Painting & Sculpture,1994-12-08,Y,80085,http://www.moma.org/collection/works/80085,http://www.moma.org/media/W1siZiIsIjIzMDQwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b9639585a232a256,313.7,189.9,,,,,,,cab78d,d9d0b4,ccc1ad,d9d0b4,be985e,d0c17b,d9d2c1,ccc1ad,d0c17b,c9b360,c2a067,d8cfa7,9d473b,a97168
1180,Taku,Takeo Yamaguchi,6484,"Japanese, 1902–1983",Japanese,1902,1983,Male,1961,Oil on canvas over wood,"35 7/8 x 35 3/4"" (90.9 x 90.8 cm)",Junior Council Fund,614.1965,Painting,Painting & Sculpture,1965-06-08,Y,80087,http://www.moma.org/collection/works/80087,http://www.moma.org/media/W1siZiIsIjE4MjcxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=540a10e38b3a74b6,90.9,90.8,,,,,,,352a17,b68330,0c0d10,b68330,191811,a4762c,a6772c,ac7b2d,a9792d,0c0d10,b68330,191811,59451c,996f29
1181,Untitled,Cy Twombly,5988,"American, 1928–2011",American,1928,2011,Male,1970,Oil-based house paint and crayon on canvas,"13' 3 3/8"" x 21' 1/8"" (405 x 640.3 cm)",Acquired through the Lillie P. Bliss Bequest and The Sidney and Harriet Janis Collection (both by exchange),614.1994,Painting,Painting & Sculpture,1994-12-08,Y,80088,http://www.moma.org/collection/works/80088,http://www.moma.org/media/W1siZiIsIjE1MTQxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a8d6f2af5f7f72ac,404.8,640.4,,,,,,,615c57,948d89,746e6a,4e4a44,89827d,9e9995,a09b96,95908d,746e6a,89827d,5e5751,ada9a5,34322c,484641
1182,"Composition, I",Salvatore Scarpitta,5199,"American, 1919–2007",American,1919,2007,Male,1959,Oil and casein on canvas strips stretched over armature,"45 3/4 x 35 1/8"" (116.2 x 89.1 cm)",Gift of William Rubin,615.1959,Painting,Painting & Sculpture,1959-04-22,Y,80091,http://www.moma.org/collection/works/80091,http://www.moma.org/media/W1siZiIsIjM3ODk1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d55c44b84172d283,116.2,89.1,,,,,,,b5a785,d2c59e,bfb18d,d2c59e,a09374,b4a684,aa9c7c,a19374,ccbd96,b4a684,bfb18d,d9cca5,83775e,988a6d
1183,The Campbells Are Coming,John Kane,2982,"American, born Scotland. 1860–1934",American,1860,1934,Male,1932,Oil and gold paint on paper over board,"20 x 16 1/8"" (50.8 x 40.8 cm)",The Sidney and Harriet Janis Collection,615.1967,Painting,Painting & Sculpture,1969-07-22,Y,80092,http://www.moma.org/collection/works/80092,http://www.moma.org/media/W1siZiIsIjIwOTE1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f5bd64bac7fbd3df,50.8,40.8,,,,,,,555a40,aab096,b0beae,a5a37f,343c25,76795c,25311f,a7ae93,b0beae,696a40,838978,43462a,a29157,a39f7e
1184,Actor's Mask,Paul Klee,3130,"German, born Switzerland. 1879–1940",German,1879,1940,Male,1924,Oil on canvas mounted on board,"14 1/2 x 13 3/8"" (36.7 x 33.8 cm)",The Sidney and Harriet Janis Collection,616.1967,Painting,Painting & Sculpture,1969-07-22,Y,80094,http://www.moma.org/collection/works/80094,http://www.moma.org/media/W1siZiIsIjQ0MzY3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2380a38c7bd06b8c,36.7,33.8,,,,,,,57504c,7f6347,807951,57504c,724b3e,8a4f3c,5b5653,8b5444,894a33,827447,544a44,724b3e,748259,877b5f
1185,The Little Presser,Mervin Jules,2951,"American, 1912–1994",American,1912,1994,Male,1943,Oil on board,"11 1/2 x 11 5/8"" (29.2 x 29.5 cm)",Purchase,617.1943,Painting,Painting & Sculpture,1943-11-04,Y,80096,http://www.moma.org/collection/works/80096,http://www.moma.org/media/W1siZiIsIjIyNTMzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0b6f7c3c2c556e4e,29.2,29.5,,,,,,,1f1f24,43403e,332d2c,1f1f24,393e42,6c685c,393e42,332d2c,8d8e81,1f1f24,646b68,554b3c,a5a798,bebca9
1186,In the Grass,Paul Klee,3130,"German, born Switzerland. 1879–1940",German,1879,1940,Male,1930,Oil on canvas,"16 5/8 x 20 3/4"" (42.1 x 52.5 cm)",The Sidney and Harriet Janis Collection,617.1967,Painting,Painting & Sculpture,1969-07-22,Y,80099,http://www.moma.org/collection/works/80099,http://www.moma.org/media/W1siZiIsIjIxMTcxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=497c3a4620e9b2b2,42.1,52.5,,,,,,,373434,433c38,3d3937,373434,423d38,50403a,3d3937,423d38,493f39,373434,51403a,59413b,60423b,6c453e
1187,Obsol,James Brooks,798,"American, 1906–1992",American,1906,1992,Male,1964,Oil on canvas,"6' 8"" x 6' 2"" (203.2 x 188 cm)",Nina and Gordon Bunshaft Bequest,617.1994,Painting,Painting & Sculpture,1994-12-08,Y,80100,http://www.moma.org/collection/works/80100,http://www.moma.org/media/W1siZiIsIjE3OTQxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=381ff36aae551d2a,203.2,188.0,,,,,,,6d7c92,929db6,7b8da6,929db6,4a4f5c,7686a0,6f7e97,2b2a2f,74839b,7686a0,7b8da6,929db6,3b3e48,565d6c
1188,Still Life D,Manoucher Yektai,6497,"American, born Iran. 1921–2019",American,1921,2019,Male,1959,Oil on canvas,"48 1/4 x 68"" (122.3 x 172.8 cm)",Gift of Mr. and Mrs. Bernard J. Reis,618.1959,Painting,Painting & Sculpture,1959-04-22,Y,80102,http://www.moma.org/collection/works/80102,http://www.moma.org/media/W1siZiIsIjUwOTAxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=621cc384bbd1e7f7,122.3,172.8,,,,,,,a29679,d2c49e,b8ae8d,8d7f65,cebb8b,d5cdb2,d5cdb2,bbb49c,b5a77e,75867a,73644d,cebb8b,a67d52,a4947c
1189,Blue Monochrome,Yves Klein,3137,"French, 1928–1962",French,1928,1962,Male,1961,Dry pigment in polyvinyl acetate on cotton over plywood,"6' 4 7/8"" x 55 1/8"" (195.1 x 140 cm)",The Sidney and Harriet Janis Collection,618.1967,Painting,Painting & Sculpture,1969-07-22,Y,80103,http://www.moma.org/collection/works/80103,http://www.moma.org/media/W1siZiIsIjUxOTc3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=13f1b5e60b82b153,195.1,140.0,,,,,,,0b2083,0b228e,0b228e,0b2188,0b1f79,0a2083,0b228e,0b1f7c,0b2188,0a2083,0a1f7f,0b1f7a,0d1845,0a1e74
1190,Picture with an Archer,Vasily Kandinsky,2981,"French, born Russia. 1866–1944",French,1866,1944,Male,1909,Oil on canvas,"68 7/8 x 57 3/8"" (175 x 144.6 cm)",Gift and bequest of Louise Reinhardt Smith,619.1959,Painting,Painting & Sculpture,1959-04-22,Y,80104,http://www.moma.org/collection/works/80104,http://www.moma.org/media/W1siZiIsIjIwNDMyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f5dc06b9c033f270,175.0,144.6,,,,,,,3c393b,6d6b58,3c393b,6c6340,526266,8c8678,565844,7e7269,526266,969370,826e3d,9fa19d,2e3337,49403f
1191,Convergences,Jean Dubuffet,1633,"French, 1901–1985",French,1901,1985,Male,1976,Vinyl paint and cut-and-pasted paper mounted on canvas,"53 1/4"" x 11' 8 1/4"" (135.4 x 356.3 cm)",Nina and Gordon Bunshaft Bequest,619.1994,Painting,Painting & Sculpture,1994-12-08,Y,80106,http://www.moma.org/collection/works/80106,http://www.moma.org/media/W1siZiIsIjE2NzY2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=af4540fc9cdf2d5e,135.3,356.2,,,,,,,594b50,9c8489,896f74,af999e,4a3c3f,685a60,584447,a08d93,3c3537,685a60,8f7b7f,bda5a8,845b5f,846d74
1192,Le Gros,Franz Kline,3148,"American, 1910–1962",American,1910,1962,Male,1961,Oil on canvas,"41 3/8 x 52 5/8"" (105 x 133.8 cm)",The Sidney and Harriet Janis Collection,620.1967,Painting,Painting & Sculpture,1969-07-22,Y,80108,http://www.moma.org/collection/works/80108,http://www.moma.org/media/W1siZiIsIjIwMzQ0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=984da8006aa11fee,105.0,133.8,,,,,,,888680,eceae3,eceae3,e2e0da,201e15,3e3c37,e9e7df,24231c,201e15,eceae3,383732,767474,d0cecb,e5e3de
1193,Mondanite XXIV,Jean Dubuffet,1633,"French, 1901–1985",French,1901,1985,Male,1975,Vinyl paint on paper mounted on canvas,"approximately 25 1/4 x 36"" (64.1 x 91.3 cm)",Nina and Gordon Bunshaft Bequest,620.1994,Painting,Painting & Sculpture,1994-12-08,Y,80110,http://www.moma.org/collection/works/80110,http://www.moma.org/media/W1siZiIsIjE3MTA4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=07f8b211de073a5a,67.0,94.3,,,,,,,8a3427,a88a8b,6a4d57,e5c8be,402520,d4432e,ecede7,d4432e,db604f,e4e4db,402520,a56d62,242749,3b3150
1194,Two Nudes,Pablo Picasso,4609,"Spanish, 1881–1973",Spanish,1881,1973,Male,1906,Oil on canvas,"59 5/8 x 36 5/8"" (151.3 x 93 cm)","Gift of G. David Thompson in honor of Alfred H. Barr, Jr.",621.1959,Painting,Painting & Sculpture,1959-04-22,Y,80111,http://www.moma.org/collection/works/80111,http://www.moma.org/media/W1siZiIsIjE1MTQxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5a1e32837117d6c4,151.3,93.0,,,,,,,6d5134,9a7549,90673e,a48454,5c4830,7d5937,9e7d4e,5b462e,694f33,90673e,443d2b,a98b5b,7c5131,7e613e
1195,The Weeping Woman,Raúl Anguiano,186,"Mexican, 1915–2006",Mexican,1915,2006,Male,1942,Oil on canvas,"23 5/8 x 29 5/8"" (60 x 75.2 cm)",Inter-American Fund,622.1942,Painting,Painting & Sculpture,1942-12-29,Y,80114,http://www.moma.org/collection/works/80114,http://www.moma.org/media/W1siZiIsIjE5MzgwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b9cc2c3f50580cf4,60.0,75.2,,,,,,,281c17,605146,281c17,483528,645142,8e8886,58483c,afb4c1,6f5a48,918c8b,281c17,483528,736861,87786b
1196,A Tree in Naples,Willem de Kooning,3213,"American, born the Netherlands. 1904–1997",American,1904,1997,Male,1960,Oil on canvas,"6' 8 1/4"" x 70 1/8"" (203.7 x 178.1 cm)",The Sidney and Harriet Janis Collection,622.1967,Painting,Painting & Sculpture,1969-07-22,Y,80116,http://www.moma.org/collection/works/80116,http://www.moma.org/media/W1siZiIsIjIwNTIzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=71202ae1b2116017,203.7,178.1,,,,,,,264868,50606d,264868,4c4a4b,36648a,718695,36648a,48718f,acaca9,393d48,868a8b,264868,4a3935,727269
1197,Harlequin (Self-Portrait),John D. Graham,2284,"American, born Ukraine. 1888–1961",American,1888,1961,Male,1944,Oil and pencil on canvas,"24 x 20 1/8"" (61.2 x 51.3 cm)",Gift of Margery and Harry Kahn,622.1973,Painting,Painting & Sculpture,1973-12-11,Y,80117,http://www.moma.org/collection/works/80117,http://www.moma.org/media/W1siZiIsIjIwOTE2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f1bb4509c9aa51f4,61.2,51.3,,,,,,,161923,906950,161923,99716a,543e32,bb8339,d4a940,161923,c49b99,543e32,af7963,a35c32,685156,895e55
1198,Abode V (with Stairs and Numerous Rooms),Jean Dubuffet,1633,"French, 1901–1985",French,1901,1985,Male,1966,Vinyl paint on canvas,"57 3/4 x 45""  (146.7 x 114.4 cm)",Nina and Gordon Bunshaft Bequest,622.1994,Painting,Painting & Sculpture,1994-12-08,Y,80118,http://www.moma.org/collection/works/80118,http://www.moma.org/media/W1siZiIsIjUyNzcyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=13e4dd279e04df13,146.7,114.3,,,,,,,1c2025,86766a,a19e8c,1c2025,652f2c,736c63,63635c,16191b,82746a,792323,a19e8c,513b35,1d2021,292f3b
